filename	label	start_span	end_span	span
es-S1135-76062010000200004-1	PROCEDIMIENTO	403	411	autopsia
es-S1135-76062010000200004-1	PROCEDIMIENTO	1437	1485	examen histopatológico de la pared del aneurisma
es-S1135-76062010000200004-1	PROCEDIMIENTO	651	682	apertura de la cavidad torácica
es-S1135-76062010000200004-1	PROCEDIMIENTO	1803	1821	screening genético
es-S1135-76062010000200004-1	PROCEDIMIENTO	1887	1903	consejo genético
es-S1135-76062010000200004-1	PROCEDIMIENTO	1958	2055	investigación genética molecular del marcador FBN1 que se amplificó por protocolo de PCR estándar
es-S1135-76062010000200004-1	PROCEDIMIENTO	2095	2112	electroferogramas
es-S1135-76062010000200004-1	PROCEDIMIENTO	2114	2136	electroforesis capilar
es-S1130-05582015000400010-1	PROCEDIMIENTO	1461	1481	análisis histológico
es-S1130-05582015000400010-1	PROCEDIMIENTO	2520	2547	radioterapia postoperatoria
es-S1130-05582015000400010-1	PROCEDIMIENTO	1252	1401	disección cervical funcional izquierda tipo III, incluyendo el nervio hipogloso, el músculo digástrico y la rama marginal del nervio facial izquierdo
es-S1130-05582015000400010-1	PROCEDIMIENTO	2567	2579	radioterapia
es-S1130-05582015000400010-1	PROCEDIMIENTO	2758	2760	RM
es-S1130-05582015000400010-1	PROCEDIMIENTO	2763	2787	tomografía computarizada
es-S1130-05582015000400010-1	PROCEDIMIENTO	1410	1456	fresado de la cara medial mandibular izquierda
es-S1130-05582015000400010-1	PROCEDIMIENTO	355	373	exploración física
es-S1130-05582015000400010-1	PROCEDIMIENTO	1971	1997	estudio inmunohistoquímico
es-S1130-05582015000400010-1	PROCEDIMIENTO	639	660	exploración intraoral
es-S1130-05582015000400010-1	PROCEDIMIENTO	764	825	punción-aspiración con aguja fina (PAAF) guiada por ecografía
es-S1130-05582015000400010-1	PROCEDIMIENTO	799	803	PAAF
es-S1130-05582015000400010-1	PROCEDIMIENTO	901	903	RM
es-S1130-05582015000400010-1	PROCEDIMIENTO	2252	2261	resección
es-S1130-05582015000400010-1	PROCEDIMIENTO	2708	2731	intervención quirúrgica
es-S1130-05582015000400010-1	PROCEDIMIENTO	529	538	palpación
es-S1698-44472004000200009-1	PROCEDIMIENTO	1521	1545	análisis histopatológico
es-S1698-44472004000200009-1	PROCEDIMIENTO	658	696	tallado oclusal de la corona protésica
es-S1698-44472004000200009-1	PROCEDIMIENTO	1811	1822	radiografía
es-S1698-44472004000200009-1	PROCEDIMIENTO	714	750	se levantó un colgajo mucoperióstico
es-S1698-44472004000200009-1	PROCEDIMIENTO	90	136	rehabilitación fija sobre un implante unitario
es-S1698-44472004000200009-1	PROCEDIMIENTO	227	246	cementada la corona
es-S1698-44472004000200009-1	PROCEDIMIENTO	901	951	retirar el tejido patológico con curetas plásticas
es-S1698-44472004000200009-1	PROCEDIMIENTO	305	319	examen clínico
es-S1698-44472004000200009-1	PROCEDIMIENTO	998	1069	superficie del implante se descontaminó con gel de clorhexidina al 0.2%
es-S1698-44472004000200009-1	PROCEDIMIENTO	1090	1122	irrigación con suero fisiológico
es-S1698-44472004000200009-1	PROCEDIMIENTO	466	473	sondaje
es-S1698-44472004000200009-1	PROCEDIMIENTO	1127	1212	colgajo fue ampliado para acceder a un torus mandibular lingual en zona de premolares
es-S1698-44472004000200009-1	PROCEDIMIENTO	556	578	radiografía panorámica
es-S1698-44472004000200009-1	PROCEDIMIENTO	1288	1338	colgajo fue reposicionado y se suturó con seda 3.0
es-S1698-44472004000200009-1	PROCEDIMIENTO	1371	1383	higiene oral
es-S1698-44472004000200009-1	PROCEDIMIENTO	968	993	estudio anatomopatológico
es-S1698-44472004000200009-1	PROCEDIMIENTO	1780	1802	tratamiento quirúrgico
es-S1698-44472004000200009-1	PROCEDIMIENTO	380	388	implante
es-S1698-44472004000200009-1	PROCEDIMIENTO	532	548	corona protésica
es-S1698-44472004000200009-1	PROCEDIMIENTO	1166	1283	torus mandibular lingual en zona de premolares ipsilateral, el cual se extrajo y particuló para servir de autoinjerto
es-S1130-05582005000300007-1	PROCEDIMIENTO	543	561	exploración física
es-S1130-05582005000300007-1	PROCEDIMIENTO	1323	1350	biopsia de la lesión labial
es-S1130-05582005000300007-1	PROCEDIMIENTO	201	215	amigdalectomía
es-S1130-05582005000300007-1	PROCEDIMIENTO	1422	1447	despistaje de infecciones
es-S1130-05582005000300007-1	PROCEDIMIENTO	1986	2015	estudio complementario de LCR
es-S1130-05582005000300007-1	PROCEDIMIENTO	1245	1263	exploración física
es-S1130-05582005000300007-1	PROCEDIMIENTO	1952	1959	Mantoux
es-S1130-05582005000300007-1	PROCEDIMIENTO	691	700	palpación
es-S1130-05582005000300007-1	PROCEDIMIENTO	1548	1553	ELISA
es-S1130-05582005000300007-1	PROCEDIMIENTO	1595	1600	ELISA
es-S1130-05582005000300007-1	PROCEDIMIENTO	1616	1621	ELISA
es-S1130-05582005000300007-1	PROCEDIMIENTO	1890	1895	ELISA
es-S1130-05582005000300007-1	PROCEDIMIENTO	1874	1878	TPHA
S0004-06142005000900016-1	PROCEDIMIENTO	400	403	UIV
S0004-06142005000900016-1	PROCEDIMIENTO	689	727	cirugía reconstructiva o una exerética
S0004-06142005000900016-1	PROCEDIMIENTO	595	642	citología urinaria selectiva del uréter derecho
S0004-06142005000900016-1	PROCEDIMIENTO	307	316	ecografía
S0004-06142005000900016-1	PROCEDIMIENTO	924	948	examen anatomopatológico
S0004-06142005000900016-1	PROCEDIMIENTO	739	756	gammagrafía renal
S0004-06142005000900016-1	PROCEDIMIENTO	237	248	exploración
S0004-06142005000900016-1	PROCEDIMIENTO	492	503	exploración
S0004-06142005000900016-1	PROCEDIMIENTO	266	293	puñopercusión renal derecha
S0004-06142005000900016-1	PROCEDIMIENTO	509	531	pielografía retrograda
S0004-06142005000900016-1	PROCEDIMIENTO	861	919	pieloplastia renal derecha según técnica de Anderson-Hynes
S0004-06142005000900016-1	PROCEDIMIENTO	1095	1128	control postoperatorio urográfico
S0004-06142005000900016-1	PROCEDIMIENTO	1370	1391	controles urográficos
S0004-06142005000900016-1	PROCEDIMIENTO	1414	1426	pieloplastia
es-S0210-48062009000200018-1	PROCEDIMIENTO	919	932	examen físico
es-S0210-48062009000200018-1	PROCEDIMIENTO	2996	3020	examen anatomopatológico
es-S0210-48062009000200018-1	PROCEDIMIENTO	1397	1406	ecografía
es-S0210-48062009000200018-1	PROCEDIMIENTO	3582	3611	endoscopia digestiva superior
es-S0210-48062009000200018-1	PROCEDIMIENTO	3614	3626	colonoscopia
es-S0210-48062009000200018-1	PROCEDIMIENTO	2901	2957	nefrectomía radical izquierda por incisión de lumbotomía
es-S0210-48062009000200018-1	PROCEDIMIENTO	1167	1189	Ausculatación pulmonar
es-S0210-48062009000200018-1	PROCEDIMIENTO	1763	1782	TAC abdominopélvica
es-S0210-48062009000200018-1	PROCEDIMIENTO	457	489	artroplastia de cadera izquierda
es-S0210-48062009000200018-1	PROCEDIMIENTO	521	556	cirurgía abdominal o genitourinaria
es-S0210-48062009000200018-1	PROCEDIMIENTO	2083	2110	administración de contraste
es-S0210-48062009000200018-1	PROCEDIMIENTO	2321	2341	Radiografia de tórax
es-S0210-48062009000200018-1	PROCEDIMIENTO	2497	2504	Mantoux
es-S0210-48062009000200018-1	PROCEDIMIENTO	2506	2527	prueba de tuberculina
es-S0210-48062009000200018-1	PROCEDIMIENTO	2595	2656	Cultivos de orina (multiples muestras) en médio de Lowenstein
es-S0210-48062009000200018-1	PROCEDIMIENTO	2668	2723	Serología para Echinococcos granulosis y multilocularis
es-S0210-48062009000200018-1	PROCEDIMIENTO	280	286	AINE-s
es-S0210-48062009000200018-1	PROCEDIMIENTO	2539	2584	Busqueda de bacilos acido-alcohol resistentes
es-S0210-48062009000200018-1	PROCEDIMIENTO	3555	3566	histológico
es-S1130-14732006000300007-1	PROCEDIMIENTO	504	526	intubación orotraqueal
es-S1130-14732006000300007-1	PROCEDIMIENTO	529	549	ventilación asistida
es-S1130-14732006000300007-1	PROCEDIMIENTO	2666	2730	extirpación de un magma cicatricial a nivel de ambas articulares
es-S1130-14732006000300007-1	PROCEDIMIENTO	584	608	transfusiones sanguíneas
es-S1130-14732006000300007-1	PROCEDIMIENTO	2732	2784	curetaje de las carillas de las FA superiores de T12
es-S1130-14732006000300007-1	PROCEDIMIENTO	646	669	Extubado a las 48 horas
es-S1130-14732006000300007-1	PROCEDIMIENTO	2788	2864	reducción abierta de la luxación mediante maniobras de distracción-extensión
es-S1130-14732006000300007-1	PROCEDIMIENTO	2223	2225	TC
es-S1130-14732006000300007-1	PROCEDIMIENTO	784	839	colocación de un yeso en la extremidad inferior derecha
es-S1130-14732006000300007-1	PROCEDIMIENTO	2928	2958	laminectomía parcial bilateral
es-S1130-14732006000300007-1	PROCEDIMIENTO	2998	3068	fijación T11-T12 con tornillos pediculares, barras, e injerto autólogo
es-S1130-14732006000300007-1	PROCEDIMIENTO	1341	1382	Rx de columna vertebral torácica y lumbar
es-S1130-14732006000300007-1	PROCEDIMIENTO	1713	1715	RM
es-S1130-14732006000300007-1	PROCEDIMIENTO	1823	1825	Rx
es-S1130-14732006000300007-1	PROCEDIMIENTO	2976	2985	reducción
es-S1130-14732006000300007-1	PROCEDIMIENTO	2885	2894	reducción
es-S1130-14732006000300007-1	PROCEDIMIENTO	1451	1477	proyección anteroposterior
es-S1130-14732006000300007-1	PROCEDIMIENTO	2587	2614	intervenido quirúrgicamente
es-S1130-01082009001000011-1	PROCEDIMIENTO	1133	1177	extirpación se realiza por vía laparoscópica
es-S1130-01082009001000011-1	PROCEDIMIENTO	77	105	tratamiento médico-dietético
es-S1130-01082009001000011-1	PROCEDIMIENTO	1217	1243	endoscopia intraoperatoria
es-S1130-01082009001000011-1	PROCEDIMIENTO	110	120	endoscopia
es-S1130-01082009001000011-1	PROCEDIMIENTO	1251	1274	tinción con tinta china
es-S1130-01082009001000011-1	PROCEDIMIENTO	1642	1662	estudio microscópico
es-S1130-01082009001000011-1	PROCEDIMIENTO	1311	1332	gastrostomía anterior
es-S1130-01082009001000011-1	PROCEDIMIENTO	246	253	biopsia
es-S1130-01082009001000011-1	PROCEDIMIENTO	1436	1498	se cierra la gastrostomía mediante una sutura continua de seda
es-S1130-01082009001000011-1	PROCEDIMIENTO	344	369	tránsito gastrointestinal
es-S1130-01082009001000011-1	PROCEDIMIENTO	371	374	TGI
es-S1130-01082009001000011-1	PROCEDIMIENTO	384	408	tomografía computerizada
es-S1130-01082009001000011-1	PROCEDIMIENTO	410	413	TAC
es-S1130-01082009001000011-1	PROCEDIMIENTO	578	593	eco-endoscopias
es-S1130-01082009001000011-1	PROCEDIMIENTO	595	597	EE
es-S1130-01082009001000011-1	PROCEDIMIENTO	884	888	PAAF
es-S1130-01082009001000011-1	PROCEDIMIENTO	1349	1387	resección con una endograpadora lineal
es-S1130-01082009001000011-1	PROCEDIMIENTO	1106	1128	extirpación quirúrgica
es-S1130-01082009001000011-1	PROCEDIMIENTO	816	827	ecográficos
es-S1130-01082009001000011-1	PROCEDIMIENTO	1287	1294	cirugía
es-S0378-48352006000900004-1	PROCEDIMIENTO	555	572	analítica general
es-S0378-48352006000900004-1	PROCEDIMIENTO	1356	1406	extirpación amplia en bloque del manubrio esternal
es-S0378-48352006000900004-1	PROCEDIMIENTO	722	726	PAAF
es-S0378-48352006000900004-1	PROCEDIMIENTO	733	751	biopsia quirúrgica
es-S0378-48352006000900004-1	PROCEDIMIENTO	769	778	citología
es-S0378-48352006000900004-1	PROCEDIMIENTO	1409	1523	resección parcial de ambas clavículas, de las dos primeras costillas y del cuerpo del esternón, incluyendo la piel
es-S0378-48352006000900004-1	PROCEDIMIENTO	627	698	estudio de las inmunoglobulinas (IgG, IgA, IgM y beta 2 microglobulina)
es-S0378-48352006000900004-1	PROCEDIMIENTO	828	857	pruebas de Inmunohistoquímica
es-S0378-48352006000900004-1	PROCEDIMIENTO	270	364	radiografía simple y la TAC con contraste endovenoso y reconstrucción tridimensional del tórax
es-S0378-48352006000900004-1	PROCEDIMIENTO	1588	1651	Cobertura del defecto resultante con una malla de polipropileno
es-S0378-48352006000900004-1	PROCEDIMIENTO	1059	1075	gammagrafia ósea
es-S0378-48352006000900004-1	PROCEDIMIENTO	1202	1224	biopsia de médula ósea
es-S0378-48352006000900004-1	PROCEDIMIENTO	2256	2268	radioterapia
es-S0378-48352006000900004-1	PROCEDIMIENTO	2049	2067	inmunohistoquímica
es-S0378-48352006000900004-1	PROCEDIMIENTO	1268	1287	estudio de la orina
es-S0378-48352006000900004-1	PROCEDIMIENTO	1654	1696	sutura de los pectorales en la línea media
es-S0378-48352006000900004-1	PROCEDIMIENTO	1885	1938	descripción anátomo-patológica de la pieza operatoria
es-S0378-48352006000900004-1	PROCEDIMIENTO	2409	2421	tomográficos
es-S0378-48352006000900004-1	PROCEDIMIENTO	811	822	histológico
es-S1134-80462014000300004-1	PROCEDIMIENTO	482	499	anestesia general
es-S1134-80462014000300004-1	PROCEDIMIENTO	217	242	tratamiento farmacológico
es-S1134-80462014000300004-1	PROCEDIMIENTO	582	597	anestesia local
es-S1134-80462014000300004-1	PROCEDIMIENTO	711	726	anestesia local
es-S1134-80462014000300004-1	PROCEDIMIENTO	869	963	electrodo octopolar en cordones medulares posteriores para estimulación de la pierna izquierda
es-S1134-80462014000300004-1	PROCEDIMIENTO	844	861	anestesia general
es-S1134-80462014000300004-1	PROCEDIMIENTO	1242	1308	implantación de un generador de impulsos implantable y programable
es-S1134-80462014000300004-1	PROCEDIMIENTO	1389	1409	estimulación medular
es-S1134-80462014000300004-1	PROCEDIMIENTO	504	527	catéter epidural lumbar
S0004-06142005001000011-3	PROCEDIMIENTO	1135	1147	RMN cerebral
S0004-06142005001000011-3	PROCEDIMIENTO	1501	1582	Determinación sanguínea de anticuerpos (ELISA) y de existencia del virus (HTLV-I)
S0004-06142005001000011-3	PROCEDIMIENTO	132	146	apendicectomía
S0004-06142005001000011-3	PROCEDIMIENTO	755	773	exploración física
S0004-06142005001000011-3	PROCEDIMIENTO	2018	2042	sonda vesical permanente
S0004-06142005001000011-3	PROCEDIMIENTO	2079	2128	reeducación vesical mediante sondaje intermitente
S0004-06142005001000011-3	PROCEDIMIENTO	46	65	trasplante hepático
S0004-06142005001000011-3	PROCEDIMIENTO	112	122	trasplante
S0004-06142005001000011-3	PROCEDIMIENTO	403	422	trasplante hepático
S0004-06142005001000011-3	PROCEDIMIENTO	537	547	trasplante
S0004-06142005001000011-3	PROCEDIMIENTO	2133	2152	trasplante hepático
S0004-06142005001000011-3	PROCEDIMIENTO	1385	1389	PEES
S0004-06142005001000011-3	PROCEDIMIENTO	1435	1476	LCR: determinación sexológica para HTLV-I
S0004-06142005001000011-3	PROCEDIMIENTO	2225	2241	trasplantectomía
es-S0210-48062006000900012-1	PROCEDIMIENTO	481	501	TAC toraco-abdominal
es-S0210-48062006000900012-1	PROCEDIMIENTO	38	65	ne-froureterectomía derecha
es-S0210-48062006000900012-1	PROCEDIMIENTO	116	143	cistoprostatectomía radical
es-S0210-48062006000900012-1	PROCEDIMIENTO	148	180	derivación urinaria tipo Bricker
es-S0210-48062006000900012-1	PROCEDIMIENTO	634	658	laparoscopia exploradora
es-S0210-48062006000900012-1	PROCEDIMIENTO	764	790	Resecamos el muñón uretral
es-S0210-48062006000900012-1	PROCEDIMIENTO	314	348	reconvertir su derivación urinaria
es-S0210-48062006000900012-1	PROCEDIMIENTO	878	978	neovejiga (Studer) se construyó tras exteriorizar 45 cm de íleon terminal por el orificio del estoma
es-S0210-48062006000900012-1	PROCEDIMIENTO	983	1045	anastomosis uretra-neovejiga se realizó de forma laparoscópica
es-S0210-48062006000900012-1	PROCEDIMIENTO	802	825	biopsia intraoperatoria
es-S0210-48062006000900012-1	PROCEDIMIENTO	269	272	BCG
es-S0210-48062006000900012-1	PROCEDIMIENTO	432	464	dispositivo autoadhesivo externo
es-S0210-48062006000900012-1	PROCEDIMIENTO	677	708	disección completa de la pelvis
es-S0210-48062005000500016-1	PROCEDIMIENTO	895	990	colocándose endoprótesis aórtica (Quantum Cordis®) 36-12 con extensión a ambas arterias ilíacas
es-S0210-48062005000500016-1	PROCEDIMIENTO	1961	1973	hemodiálisis
es-S0210-48062005000500016-1	PROCEDIMIENTO	1172	1195	perfusión de diuréticos
es-S0210-48062005000500016-1	PROCEDIMIENTO	1200	1213	arteriografía
es-S0210-48062005000500016-1	PROCEDIMIENTO	993	1037	embolización de arteria hipogástrica derecha
es-S0210-48062005000500016-1	PROCEDIMIENTO	2011	2020	Angio RMN
es-S0210-48062005000500016-1	PROCEDIMIENTO	170	189	nefrectomía derecha
es-S0210-48062005000500016-1	PROCEDIMIENTO	1042	1061	arteriografia renal
es-S0210-48062005000500016-1	PROCEDIMIENTO	2140	2165	anastomosis esplenorrenal
es-S0210-48062005000500016-1	PROCEDIMIENTO	1360	1425	cirugía de revascularización urgente mediante shunt esplenorrenal
es-S0210-48062005000500016-1	PROCEDIMIENTO	318	323	DIVAS
es-S0210-48062005000500016-1	PROCEDIMIENTO	1502	1539	disección de pedículo renal izquierdo
es-S0210-48062005000500016-1	PROCEDIMIENTO	1560	1601	reperfusión renal mediante ringer lactato
es-S0210-48062005000500016-1	PROCEDIMIENTO	1610	1663	anastomosis término-terminal con la arteria esplénica
es-S0210-48062005000500016-1	PROCEDIMIENTO	1706	1727	reperfusión del riñón
es-S0210-48062005000500016-1	PROCEDIMIENTO	826	866	oclusión de arteria mesentérica inferior
es-S0210-48062005000500016-1	PROCEDIMIENTO	1430	1487	lumbotomia posterolateral izquierda a nivel XIIª costilla
es-S0210-48062005000500016-1	PROCEDIMIENTO	37	44	cirugía
es-S0210-48062005000500016-1	PROCEDIMIENTO	1101	1113	intervención
es-S0210-48062005000700013-1	PROCEDIMIENTO	1016	1024	angioRNM
es-S0210-48062005000700013-1	PROCEDIMIENTO	733	751	ecodoppler peneano
es-S0210-48062005000700013-1	PROCEDIMIENTO	67	79	circuncisión
es-S0210-48062005000700013-1	PROCEDIMIENTO	146	167	exploración, el meato
es-S1130-05582004000500005-1	PROCEDIMIENTO	1257	1274	anestesia general
es-S1130-05582004000500005-1	PROCEDIMIENTO	451	472	exploración intraoral
es-S1130-05582004000500005-1	PROCEDIMIENTO	1303	1316	traqueostomía
es-S1130-05582004000500005-1	PROCEDIMIENTO	2087	2089	RM
es-S1130-05582004000500005-1	PROCEDIMIENTO	559	591	palpación en línea media lingual
es-S1130-05582004000500005-1	PROCEDIMIENTO	1451	1482	cervicotomía media suprahioidea
es-S1130-05582004000500005-1	PROCEDIMIENTO	1497	1545	desperiostización de la tabla lingual mandibular
es-S1130-05582004000500005-1	PROCEDIMIENTO	721	723	RM
es-S1130-05582004000500005-1	PROCEDIMIENTO	1558	1578	pull-through lingual
es-S1130-05582004000500005-1	PROCEDIMIENTO	911	941	gammagrafía isotópica con Tc99
es-S1130-05582004000500005-1	PROCEDIMIENTO	1723	1747	glosotomía media exangüe
es-S1130-05582004000500005-1	PROCEDIMIENTO	1763	1779	exéresis tumoral
es-S1130-05582004000500005-1	PROCEDIMIENTO	1104	1120	función tiroidea
es-S1130-05582004000500005-1	PROCEDIMIENTO	2019	2038	anatomía patológica
es-S1130-05582004000500005-1	PROCEDIMIENTO	1186	1209	intervención quirúrgica
es-S1130-05582004000500005-1	PROCEDIMIENTO	1632	1641	resección
es-S1130-63432015000400006-1	PROCEDIMIENTO	3799	3816	nutrición enteral
es-S1130-63432015000400006-1	PROCEDIMIENTO	3867	3887	corrección natrémica
es-S1130-63432015000400006-1	PROCEDIMIENTO	1425	1467	reposición natrémica mediante sueroterapia
es-S1130-63432015000400006-1	PROCEDIMIENTO	3951	3963	sueroterapia
es-S1130-63432015000400006-1	PROCEDIMIENTO	3966	3985	forzado de diuresis
es-S1130-63432015000400006-1	PROCEDIMIENTO	942	954	gastrostomía
es-S1130-63432015000400006-1	PROCEDIMIENTO	5085	5115	dieta enteral por gastrostomía
es-S1130-63432015000400006-1	PROCEDIMIENTO	4087	4099	gastrostomía
es-S1130-63432015000400006-1	PROCEDIMIENTO	967	1006	nutrición parenteral por vía periférica
es-S1130-63432015000400006-1	PROCEDIMIENTO	5118	5139	terapia radioterápica
es-S1130-63432015000400006-1	PROCEDIMIENTO	1008	1040	tratamiento antibiótico empírico
es-S1130-63432015000400006-1	PROCEDIMIENTO	424	444	radioterapia radical
es-S1130-63432015000400006-1	PROCEDIMIENTO	1069	1091	reposición de natremia
es-S1130-63432015000400006-1	PROCEDIMIENTO	2597	2620	estudio farmacocinético
es-S1130-63432015000400006-1	PROCEDIMIENTO	1101	1113	sueroterapia
es-S1130-63432015000400006-1	PROCEDIMIENTO	1808	1820	hemocultivos
es-S1130-63432015000400006-1	PROCEDIMIENTO	1962	1985	tratamiento antibiótico
es-S1130-63432015000400006-1	PROCEDIMIENTO	2050	2078	ecocardiograma transtorácico
es-S1130-63432015000400006-1	PROCEDIMIENTO	4568	4588	radiografía de tórax
es-S1130-63432015000400006-1	PROCEDIMIENTO	2124	2136	hemocultivos
es-S1130-63432015000400006-1	PROCEDIMIENTO	3739	3762	tratamiento antibiótico
es-S1130-63432015000400006-1	PROCEDIMIENTO	4737	4749	sueroterapia
es-S1130-63432015000400006-1	PROCEDIMIENTO	4418	4432	sueros salinos
es-S1130-63432015000400006-1	PROCEDIMIENTO	2015	2037	catéter, que se retira
es-S1130-63432015000400006-1	PROCEDIMIENTO	1317	1326	analítica
es-S1130-63432015000400006-1	PROCEDIMIENTO	2505	2529	extracción de la muestra
es-S0210-48062007000500015-1	PROCEDIMIENTO	2792	2818	análisis anatomopatológico
es-S0210-48062007000500015-1	PROCEDIMIENTO	685	703	exploración física
es-S0210-48062007000500015-1	PROCEDIMIENTO	2215	2233	embolización renal
es-S0210-48062007000500015-1	PROCEDIMIENTO	1135	1177	tratamiento antibiótico de amplio espectro
es-S0210-48062007000500015-1	PROCEDIMIENTO	1310	1312	TC
es-S0210-48062007000500015-1	PROCEDIMIENTO	1332	1335	RMN
es-S0210-48062007000500015-1	PROCEDIMIENTO	2281	2321	laparotomía media supra e infraumbilical
es-S0210-48062007000500015-1	PROCEDIMIENTO	3315	3381	tratamiento quimioterápico oral con inhibidores de la angiogénesis
es-S0210-48062007000500015-1	PROCEDIMIENTO	1819	1833	TAC Multicorte
es-S0210-48062007000500015-1	PROCEDIMIENTO	974	983	Hemograma
es-S0210-48062007000500015-1	PROCEDIMIENTO	816	846	Puño-percusión renal bilateral
es-S0210-48062007000500015-1	PROCEDIMIENTO	170	188	TC toracoabdominal
es-S0210-48062007000500015-1	PROCEDIMIENTO	1071	1083	Hemocultivos
es-S0210-48062007000500015-1	PROCEDIMIENTO	3554	3583	citología del líquido pleural
es-S0210-48062007000500015-1	PROCEDIMIENTO	2639	2752	nefrectomía radical derecha incluyendo en bloque el segmento hepático VII, adrenal derecha y porción de diafragma
es-S0210-48062007000500015-1	PROCEDIMIENTO	498	511	TC de columna
es-S0210-48062007000500015-1	PROCEDIMIENTO	504	542	columna y Resonancia Magnética Nuclear
es-S0210-48062007000500015-1	PROCEDIMIENTO	544	547	RMN
es-S0210-48062007000500015-1	PROCEDIMIENTO	2754	2769	Colecistectomía
es-S0210-48062007000500015-1	PROCEDIMIENTO	2772	2787	linfadenectomía
es-S0210-48062007000500015-1	PROCEDIMIENTO	757	766	palpación
es-S0210-48062007000500015-1	PROCEDIMIENTO	913	928	perfil hepático
es-S0210-48062007000500015-1	PROCEDIMIENTO	1096	1107	urocultivos
es-S0210-48062007000500015-1	PROCEDIMIENTO	930	947	proteínas totales
es-S0210-48062007000500015-1	PROCEDIMIENTO	1180	1191	antitérmico
es-S0210-48062007000500015-1	PROCEDIMIENTO	881	891	bioquímica
es-S0210-48062007000500015-1	PROCEDIMIENTO	1930	1953	intervención quirúrgica
es-S0210-48062007000500015-1	PROCEDIMIENTO	2245	2268	intervención quirúrgica
es-S0210-48062007000500015-1	PROCEDIMIENTO	3397	3399	TC
es-S0210-48062007000500015-1	PROCEDIMIENTO	2532	2584	Se toman muestras de líquido peritoneal para cultivo
es-S0210-48062007000500015-1	PROCEDIMIENTO	2553	2602	líquido peritoneal para cultivo, citología y gram
es-S0210-48062007000500015-1	PROCEDIMIENTO	1045	1055	Hemostasia
es-S1135-76062014000200009-1	PROCEDIMIENTO	573	581	autopsia
es-S1135-76062014000200009-1	PROCEDIMIENTO	604	630	reanimacion cardiopulmonar
es-S1135-76062014000200009-1	PROCEDIMIENTO	241	285	reanimación cardiopulmonar básica y avanzada
es-S1135-76062014000200009-1	PROCEDIMIENTO	987	1016	estudio macroscópico cardíaco
es-S1135-76062014000200009-1	PROCEDIMIENTO	537	551	examen externo
es-S1135-76062014000200009-1	PROCEDIMIENTO	715	729	examen interno
es-S0210-48062005000700010-1	PROCEDIMIENTO	176	199	uretrografía retrógrada
es-S0210-48062005000700010-1	PROCEDIMIENTO	206	233	cistouretrografía miccional
es-S0210-48062005000700010-1	PROCEDIMIENTO	384	444	resección quirúrgica del trayecto accesorio por vía perineal
es-S0210-48062005000700010-1	PROCEDIMIENTO	450	469	controles de imagen
es-S0210-48062005000700010-1	PROCEDIMIENTO	630	642	intervención
es-S0212-16112007000700016-1	PROCEDIMIENTO	1546	1562	Hidratación oral
es-S0212-16112007000700016-1	PROCEDIMIENTO	1167	1187	Nutrición Parenteral
es-S0212-16112007000700016-1	PROCEDIMIENTO	1393	1415	Nutrición Enteral oral
es-S0212-16112007000700016-1	PROCEDIMIENTO	714	771	se anastomosan los 12 cm de yeyuno con el colon izquierdo
es-S0212-16112007000700016-1	PROCEDIMIENTO	1192	1195	NPT
es-S0212-16112007000700016-1	PROCEDIMIENTO	786	801	colecistectomía
es-S0212-16112007000700016-1	PROCEDIMIENTO	3231	3248	nutrición enteral
es-S0212-16112007000700016-1	PROCEDIMIENTO	229	278	resección de colon derecho, íleon y 2/3 de yeyuno
es-S0212-16112007000700016-1	PROCEDIMIENTO	2829	2853	anastomosis yeyunocólica
es-S0212-16112007000700016-1	PROCEDIMIENTO	283	295	yeyunostomía
es-S0212-16112007000700016-1	PROCEDIMIENTO	298	311	esplenectomía
es-S0212-16112007000700016-1	PROCEDIMIENTO	349	352	NPT
es-S0212-16112007000700016-1	PROCEDIMIENTO	364	390	tolerancia oral progresiva
es-S0212-16112007000700016-1	PROCEDIMIENTO	508	549	tomas orales de fórmula enteral elemental
es-S0212-16112007000700016-1	PROCEDIMIENTO	3034	3047	fluidoterapia
es-S0212-16112007000700016-1	PROCEDIMIENTO	3337	3350	fluidoterapia
es-S0212-16112007000700016-1	PROCEDIMIENTO	3605	3618	fluidoterapia
es-S0212-16112007000700016-1	PROCEDIMIENTO	3140	3161	trasplante intestinal
es-S0212-16112007000700016-1	PROCEDIMIENTO	3282	3292	trasplante
es-S0212-16112007000700016-1	PROCEDIMIENTO	1822	1864	dieta con Hidratos de Carbono (HC) simples
es-S0212-16112007000700016-1	PROCEDIMIENTO	2506	2526	enzimas pancreáticas
es-S0212-16112007000700016-1	PROCEDIMIENTO	1362	1376	oligoelementos
es-S0212-16112007000700016-1	PROCEDIMIENTO	438	469	limonada alcalina (fórmula OMS)
es-S0212-16112007000700016-1	PROCEDIMIENTO	1308	1317	vitaminas
es-S0212-16112007000700016-1	PROCEDIMIENTO	1319	1326	Addamel
es-S0212-16112007000700016-1	PROCEDIMIENTO	1378	1386	Cernevit
es-S0212-16112007000700016-1	PROCEDIMIENTO	1480	1508	Elemental 0,28 Extra Líquido
es-S0212-16112007000700016-1	PROCEDIMIENTO	1610	1627	limonada alcalina
es-S0212-16112007000700016-1	PROCEDIMIENTO	1968	1987	alimentos proteicos
es-S0212-16112007000700016-1	PROCEDIMIENTO	3937	3965	Elemental 0,28 Extra Líquido
